#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,sensor_id
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:53:44.000000001Z,35.377327629659305,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:53:54.000000001Z,35.3846055058328,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:54:04.000000001Z,35.398726002884224,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:54:14.000000001Z,35.41307389267953,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:54:24.000000001Z,35.43146290381073,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:54:34.000000001Z,35.44789686856334,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:54:44.000000001Z,35.43991381935712,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:54:54.000000001Z,35.43562514129649,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:55:04.000000001Z,35.444219470248015,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:55:14.000000001Z,35.488638683845785,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:55:24.000000001Z,35.46058977265987,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:55:34.000000001Z,35.494610544287404,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:55:44.000000001Z,35.48148760881372,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:55:54.000000001Z,35.44002801373706,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:56:04.000000001Z,35.48261802524025,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:56:14.000000001Z,35.45135426125886,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:56:24.000000001Z,35.47969681332941,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:56:34.000000001Z,35.52683550785247,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:56:44.000000001Z,35.533539098292586,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:56:54.000000001Z,35.49282998458949,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:57:04.000000001Z,35.48475390440947,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:57:14.000000001Z,35.46636319170987,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:57:24.000000001Z,35.438216934150425,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:57:34.000000001Z,35.474675921200074,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:57:44.000000001Z,35.49764968354332,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:57:54.000000001Z,35.47271649854042,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:58:04.000000001Z,35.42977909334612,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:58:14.000000001Z,35.469426805183126,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:58:24.000000001Z,35.48626660627548,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:58:34.000000001Z,35.45475034508165,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:58:44.000000001Z,35.45788087266771,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:58:54.000000001Z,35.468812058629425,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:59:04.000000001Z,35.423091588013904,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:59:14.000000001Z,35.395414029728094,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:59:24.000000001Z,35.38987353008335,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:59:34.000000001Z,35.42458199393613,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:59:44.000000001Z,35.47259780752431,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T03:59:54.000000001Z,35.49459679234987,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:00:04.000000001Z,35.45981049517164,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:00:14.000000001Z,35.413948076889916,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:00:24.000000001Z,35.39961230816474,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:00:34.000000001Z,35.369099123998595,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:00:44.000000001Z,35.38596554289372,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:00:54.000000001Z,35.4256514352628,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:01:04.000000001Z,35.438263498411494,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:01:14.000000001Z,35.41484713867218,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:01:24.000000001Z,35.45277383327234,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:01:34.000000001Z,35.45008423116193,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:01:44.000000001Z,35.4234204855424,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:01:54.000000001Z,35.43399827185694,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:02:04.000000001Z,35.437920162404914,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:02:14.000000001Z,35.44866713585649,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:02:24.000000001Z,35.448111420497916,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:02:34.000000001Z,35.40996521443605,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:02:44.000000001Z,35.38288377273855,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:02:54.000000001Z,35.37177762945511,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:03:04.000000001Z,35.32973032096408,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:03:14.000000001Z,35.33525694354011,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:03:24.000000001Z,35.38454488954938,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:03:34.000000001Z,35.37604447860439,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:03:44.000000001Z,35.33185096864027,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:03:54.000000001Z,35.36702734493821,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:04:04.000000001Z,35.32257060898647,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:04:14.000000001Z,35.280103041426685,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:04:24.000000001Z,35.3113732865947,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:04:34.000000001Z,35.33009722110928,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:04:44.000000001Z,35.29246923541488,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:04:54.000000001Z,35.2991402178513,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:05:04.000000001Z,35.28923936534766,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:05:14.000000001Z,35.26541621813357,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:05:24.000000001Z,35.22671928895215,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:05:34.000000001Z,35.1977042931029,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:05:44.000000001Z,35.18238645646549,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:05:54.000000001Z,35.15728215799313,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:06:04.000000001Z,35.13208924130548,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:06:14.000000001Z,35.115739505151325,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:06:24.000000001Z,35.14058235202219,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:06:34.000000001Z,35.15617589615495,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:06:44.000000001Z,35.10672888906872,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:06:54.000000001Z,35.074110052776774,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:07:04.000000001Z,35.045319179602934,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:07:14.000000001Z,35.04926443428545,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:07:24.000000001Z,35.088208559299595,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:07:34.000000001Z,35.10438996353693,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:07:44.000000001Z,35.10446985785541,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:07:54.000000001Z,35.08830283332799,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:08:04.000000001Z,35.122113631740916,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:08:14.000000001Z,35.133123685148504,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:08:24.000000001Z,35.120439866491964,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:08:34.000000001Z,35.14344549974357,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:08:44.000000001Z,35.15384145511322,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:08:54.000000001Z,35.14104248161733,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:09:04.000000001Z,35.09495267493063,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:09:14.000000001Z,35.101711431655595,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:09:24.000000001Z,35.069344041895725,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:09:34.000000001Z,35.085070236056005,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:09:44.000000001Z,35.0578356500655,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:09:54.000000001Z,35.10036261752654,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:10:04.000000001Z,35.08038279183196,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:10:14.000000001Z,35.032913768994476,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:10:24.000000001Z,35.07622748298315,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:10:34.000000001Z,35.07867909733324,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:10:44.000000001Z,35.1104221270629,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:10:54.000000001Z,35.07415506779156,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:11:04.000000001Z,35.09808271132912,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:11:14.000000001Z,35.120600373811044,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:11:24.000000001Z,35.1288975661457,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:11:34.000000001Z,35.14371918294846,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:11:44.000000001Z,35.15409512611508,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:11:54.000000001Z,35.181338775054165,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:12:04.000000001Z,35.181366753876404,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:12:14.000000001Z,35.19934430501173,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:12:24.000000001Z,35.233536610665666,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:12:34.000000001Z,35.2004908057797,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:12:44.000000001Z,35.219043262942854,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:12:54.000000001Z,35.18178329886006,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:13:04.000000001Z,35.1811693983593,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:13:14.000000001Z,35.2114863647917,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:13:24.000000001Z,35.16320568187936,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:13:34.000000001Z,35.19108111811127,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:13:44.000000001Z,35.22590431657096,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:13:54.000000001Z,35.24305994690515,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:14:04.000000001Z,35.24698797031151,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:14:14.000000001Z,35.294535539336536,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:14:24.000000001Z,35.26266290581651,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:14:34.000000001Z,35.26517241940738,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:14:44.000000001Z,35.226928750684664,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:14:54.000000001Z,35.21930963946992,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:15:04.000000001Z,35.22388852740526,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:15:14.000000001Z,35.21033438845381,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:15:24.000000001Z,35.227579446306976,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:15:34.000000001Z,35.27016094513623,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:15:44.000000001Z,35.291557926502506,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:15:54.000000001Z,35.338192606062655,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:16:04.000000001Z,35.3697896839265,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:16:14.000000001Z,35.39417426408172,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:16:24.000000001Z,35.38182530018908,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:16:34.000000001Z,35.42078378095036,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:16:44.000000001Z,35.439534596654056,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:16:54.000000001Z,35.4331262429914,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:17:04.000000001Z,35.41203912806226,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:17:14.000000001Z,35.38360895921668,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:17:24.000000001Z,35.39611587026466,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:17:34.000000001Z,35.3971251549929,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:17:44.000000001Z,35.363819890034115,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:17:54.000000001Z,35.33380947256479,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:18:04.000000001Z,35.295438947678804,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:18:14.000000001Z,35.269876386936055,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:18:24.000000001Z,35.29212210509991,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:18:34.000000001Z,35.25935179394544,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:18:44.000000001Z,35.28388990978005,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:18:54.000000001Z,35.280565409814706,humidity,airSensors,TLM0100
,,0,2019-02-27T20:55:22Z,2024-03-02T02:55:22Z,2024-02-28T04:19:04.000000001Z,35.23098095195384,humidity,airSensors,TLM0100
